,cim,count
1419,Q100,407
1420,Q101,0
1421,Q102,14
1422,Q103,105
1423,Q104,19
1424,Q105,547
1425,Q106,29
1426,Q107,12
1427,Q110,0
1428,Q111,17
1429,Q112,60
1430,Q120,1132
1431,Q121,39
1432,Q122,0
1433,Q123,0
1434,Q124,0
1435,Q128,22
1436,Q129,29
1437,Q130,20
1438,Q131,36
1439,Q132,14
1440,Q133,15
1441,Q134,36
1442,Q138,13
1443,Q139,0
1444,Q140,22
1445,Q141,46
1446,Q142,24
1447,Q143,0
1448,Q148,13
1449,Q150,879
1450,Q158,15
1451,Q159,0
1452,Q160,45
1453,Q161,38
1454,Q163,20
1455,Q164,14
1456,Q165,19
1457,Q169,119
1458,Q170,127
1459,Q171,0
1460,Q172,103
1461,Q173,367
1462,Q174,33
1463,Q175,11595
1464,Q178,355
1465,Q179,79
1466,Q181,788
1467,Q182,190
1468,Q183,0
1469,Q184,0
1470,Q185,0
1471,Q186,0
1472,Q188,384
1473,Q200,70
1474,Q201,184
1475,Q202,16
1476,Q203,484
1477,Q204,248
1478,Q205,51
1479,Q206,0
1480,Q208,40
1481,Q209,27
1482,Q210,1130
1483,Q211,2530
1484,Q212,435
1485,Q213,817
1486,Q214,11
1487,Q218,99
1488,Q219,0
1489,Q220,160
1490,Q221,322
1491,Q222,68
1492,Q223,35
1493,Q224,69
1494,Q225,63
1495,Q226,29
1496,Q228,18
1497,Q229,0
1498,Q230,242
1499,Q231,298
1500,Q232,59
1501,Q233,65
1502,Q234,134
1503,Q238,20
1504,Q239,0
1505,Q240,0
1506,Q242,15
1507,Q243,22
1508,Q244,130
1509,Q245,264
1510,Q246,41
1511,Q248,227
1512,Q249,105
1513,Q250,698
1514,Q251,682
1515,Q252,22
1516,Q253,54
1517,Q254,131
1518,Q255,177
1519,Q256,159
1520,Q257,83
1521,Q258,42
1522,Q259,0
1523,Q260,12
1524,Q261,0
1525,Q262,79
1526,Q263,57
1527,Q264,37
1528,Q265,0
1529,Q266,0
1530,Q268,53
1531,Q269,24
1532,Q270,0
1533,Q271,30
1534,Q272,0
1535,Q273,614
1536,Q274,0
1537,Q278,417
1538,Q279,170
1539,Q280,85
1540,Q281,40
1541,Q282,1495
1542,Q283,245
1543,Q288,107
1544,Q300,206
1545,Q301,0
1546,Q302,0
1547,Q303,0
1548,Q308,130
1549,Q309,82
1550,Q310,0
1551,Q311,39
1552,Q312,0
1553,Q313,101
1554,Q315,471
1555,Q318,81
1556,Q319,21
1557,Q320,151
1558,Q321,55
1559,Q322,18
1560,Q323,0
1561,Q324,27
1562,Q330,163
1563,Q331,0
1564,Q332,98
1565,Q333,0
1566,Q334,13
1567,Q335,0
1568,Q336,34
1569,Q338,41
1570,Q339,15
1571,Q340,0
1572,Q341,23
1573,Q348,12
1574,Q351,77
1575,Q353,256
1576,Q355,479
1577,Q357,15
1578,Q359,170
1579,Q360,61
1580,Q361,0
1581,Q369,419
1582,Q370,90
1583,Q371,204
1584,Q372,22
1585,Q373,78
1586,Q374,448
1587,Q375,834
1588,Q378,113
1589,Q379,341
1590,Q380,490
1591,Q381,2696
1592,Q382,62
1593,Q383,279
1594,Q384,72
1595,Q385,77
1596,Q386,81
1597,Q387,20
1598,Q388,33
1599,Q390,166
1600,Q391,221
1601,Q392,29
1602,Q393,107
1603,Q395,21
1604,Q396,22
1605,Q398,211
1606,Q399,0
1607,Q400,1561
1608,Q401,308
1609,Q402,135
1610,Q403,0
1611,Q408,14
1612,Q410,65
1613,Q411,12
1614,Q412,17
1615,Q418,23
1616,Q419,39
1617,Q420,104
1618,Q421,34
1619,Q422,148
1620,Q423,147
1621,Q428,13
1622,Q429,14
1623,Q430,293
1624,Q431,426
1625,Q432,31
1626,Q433,65
1627,Q434,93
1628,Q435,21
1629,Q436,32
1630,Q437,18
1631,Q438,4742
1632,Q439,19
1633,Q440,0
1634,Q441,0
1635,Q442,187
1636,Q443,0
1637,Q444,54
1638,Q445,45
1639,Q446,186
1640,Q447,52
1641,Q450,0
1642,Q451,0
1643,Q452,0
1644,Q453,207
1645,Q458,137
1646,Q500,0
1647,Q501,188
1648,Q502,17
1649,Q503,14
1650,Q504,33
1651,Q505,81
1652,Q506,0
1653,Q510,15
1654,Q511,49
1655,Q512,389
1656,Q513,75
1657,Q514,15
1658,Q515,0
1659,Q518,177
1660,Q519,38
1661,Q520,29
1662,Q521,99
1663,Q522,0
1664,Q523,230
1665,Q524,225
1666,Q525,61
1667,Q526,13
1668,Q527,191
1669,Q528,110
1670,Q529,12
1671,Q530,7419
1672,Q531,4262
1673,Q532,1317
1674,Q539,217
1675,Q540,1097
1676,Q541,1792
1677,Q542,207
1678,Q543,99
1679,Q544,273
1680,Q548,165
1681,Q549,291
1682,Q550,156
1683,Q551,20
1684,Q552,194
1685,Q553,0
1686,Q554,186
1687,Q556,2244
1688,Q558,220
1689,Q559,0
1690,Q560,0
1691,Q561,0
1692,Q562,0
1693,Q563,0
1694,Q564,32
1695,Q600,65
1696,Q602,0
1697,Q603,38
1698,Q604,20
1699,Q605,0
1700,Q606,0
1701,Q610,60
1702,Q611,20
1703,Q612,278
1704,Q613,253
1705,Q614,102
1706,Q615,34
1707,Q618,27
1708,Q619,18
1709,Q620,403
1710,Q621,702
1711,Q622,301
1712,Q623,161
1713,Q625,183
1714,Q626,23
1715,Q627,1278
1716,Q628,42
1717,Q630,0
1718,Q631,14
1719,Q632,15
1720,Q633,0
1721,Q638,91
1722,Q639,32
1723,Q640,46
1724,Q641,83
1725,Q642,193
1726,Q643,216
1727,Q644,303
1728,Q645,0
1729,Q646,0
1730,Q647,118
1731,Q648,20
1732,Q649,11
1733,Q650,605
1734,Q651,165
1735,Q652,152
1736,Q653,26
1737,Q654,13
1738,Q655,0
1739,Q656,58
1740,Q658,236
1741,Q659,0
1742,Q660,1656
1743,Q661,24
1744,Q662,131
1745,Q663,114
1746,Q664,32
1747,Q665,213
1748,Q666,400
1749,Q667,177
1750,Q668,924
1751,Q669,43
1752,Q670,73
1753,Q672,0
1754,Q673,79
1755,Q674,293
1756,Q675,30
1757,Q676,403
1758,Q677,92
1759,Q678,17
1760,Q680,102
1761,Q681,245
1762,Q682,40
1763,Q683,0
1764,Q684,21
1765,Q685,11
1766,Q688,46
1767,Q690,772
1768,Q691,215
1769,Q692,309
1770,Q699,129
1771,Q700,116
1772,Q701,79
1773,Q702,55
1774,Q703,38
1775,Q704,79
1776,Q709,258
1777,Q710,0
1778,Q711,0
1779,Q712,0
1780,Q713,37
1781,Q714,38
1782,Q715,14
1783,Q716,0
1784,Q718,40
1785,Q719,0
1786,Q720,0
1787,Q721,0
1788,Q723,0
1789,Q724,75
1790,Q725,41
1791,Q726,0
1792,Q727,0
1793,Q728,80
1794,Q729,75
1795,Q730,0
1796,Q738,12
1797,Q740,344
1798,Q741,250
1799,Q742,597
1800,Q743,76
1801,Q748,46
1802,Q749,0
1803,Q750,712
1804,Q751,34
1805,Q752,0
1806,Q753,131
1807,Q754,32
1808,Q758,84
1809,Q759,17
1810,Q760,35
1811,Q761,0
1812,Q762,57
1813,Q763,149
1814,Q764,120
1815,Q765,16
1816,Q766,14
1817,Q767,0
1818,Q768,15
1819,Q769,13
1820,Q771,0
1821,Q772,0
1822,Q773,0
1823,Q774,34
1824,Q777,0
1825,Q778,19
1826,Q779,0
1827,Q780,169
1828,Q781,63
1829,Q782,26
1830,Q783,0
1831,Q784,102
1832,Q785,0
1833,Q786,355
1834,Q788,42
1835,Q789,18
1836,Q790,225
1837,Q791,28
1838,Q792,116
1839,Q793,99
1840,Q794,11
1841,Q795,56
1842,Q796,146
1843,Q798,169
1844,Q800,0
1845,Q801,0
1846,Q802,28
1847,Q803,14
1848,Q804,0
1849,Q808,20
1850,Q809,14
1851,Q810,28
1852,Q811,0
1853,Q812,58
1854,Q818,24
1855,Q819,45
1856,Q820,34
1857,Q821,0
1858,Q822,203
1859,Q823,0
1860,Q824,0
1861,Q825,1311
1862,Q828,318
1863,Q829,16
1864,Q830,0
1865,Q831,232
1866,Q832,15
1867,Q833,96
1868,Q838,1231
1869,Q839,62
1870,Q840,36
1871,Q841,0
1872,Q844,0
1873,Q845,0
1874,Q846,44
1875,Q848,25
1876,Q849,0
1877,Q850,989
1878,Q851,252
1879,Q858,241
1880,Q859,123
1881,Q860,16
1882,Q868,0
1883,Q870,256
1884,Q871,317
1885,Q872,56
1886,Q873,20
1887,Q874,198
1888,Q875,14
1889,Q878,121
1890,Q890,14
1891,Q891,0
1892,Q892,1515
1893,Q893,28
1894,Q894,0
1895,Q897,44
1896,Q898,99
1897,Q900,45
1898,Q901,11
1899,Q902,18
1900,Q909,142
1901,Q910,0
1902,Q911,0
1903,Q912,0
1904,Q913,11
1905,Q914,0
1906,Q915,0
1907,Q916,0
1908,Q917,0
1909,Q920,0
1910,Q921,0
1911,Q922,0
1912,Q928,0
1913,Q929,0
1914,Q932,0
1915,Q933,0
1916,Q934,0
1917,Q935,41
1918,Q938,0
1919,Q939,0
1920,Q950,0
1921,Q958,0
1922,Q960,13
1923,Q963,0
1924,Q964,0
1925,Q968,17
1926,Q969,175
1927,Q970,0
1928,Q973,0
1929,Q978,0
1930,Q979,0
1931,Q980,0
1932,Q984,22
1933,Q985,0
1934,Q987,0
1935,Q991,17
1936,Q992,21
1937,Q998,43
1938,Q999,51
1939,R000,2565
1940,R001,3704
1941,R002,5544
1942,R008,194
1943,R010,55
1944,R011,52
1945,R012,0
1946,R030,598
1947,R031,269
1948,R040,12745
1949,R041,986
1950,R042,8665
1951,R048,205
1952,R049,15
1953,R060,30174
1954,R061,293
1955,R062,42
1956,R063,23
1957,R064,229
1958,R065,1646
1959,R066,356
1960,R067,0
1961,R068,1043
1962,R070,351
1963,R071,2150
1964,R072,19752
1965,R073,32336
1966,R074,70154
1967,R090,111
1968,R091,215
1969,R092,791
1970,R093,69
1971,R098,74
1972,R100,14145
1973,R101,49080
1974,R102,8175
1975,R103,18029
1976,R104,114523
1977,R160,178
1978,R161,317
1979,R162,78
1980,R190,728
1981,R191,0
1982,R192,0
1983,R193,0
1984,R194,5241
1985,R195,10069
1986,R196,54
1987,R198,263
1988,R200,40
1989,R201,904
1990,R202,5612
1991,R203,52
1992,R208,1528
1993,R220,296
1994,R221,373
1995,R222,402
1996,R223,409
1997,R224,465
1998,R227,42
1999,R229,117
2000,R230,259
2001,R231,12
2002,R232,46
2003,R233,239
2004,R234,81
2005,R238,46
2006,R250,951
2007,R251,846
2008,R252,16086
2009,R253,61
2010,R258,1154
2011,R260,700
2012,R261,219
2013,R262,7763
2014,R268,9630
2015,R270,964
2016,R278,237
2017,R290,816
2018,R291,871
2019,R292,23
2020,R293,778
2021,R294,62
2022,R296,28671
2023,R298,855
2024,R300,2133
2025,R301,51
2026,R309,194
2027,R390,58
2028,R391,454
2029,R392,4885
2030,R398,231
2031,R400,4641
2032,R410,20349
2033,R411,865
2034,R412,159
2035,R413,2710
2036,R418,4709
2037,R430,0
2038,R431,0
2039,R432,26
2040,R438,0
2041,R440,460
2042,R441,1113
2043,R442,199
2044,R443,660
2045,R448,92
2046,R450,76
2047,R451,8209
2048,R452,238
2049,R453,196
2050,R454,118
2051,R455,150
2052,R456,918
2053,R457,184
2054,R458,3834
2055,R460,77
2056,R461,0
2057,R462,596
2058,R463,0
2059,R464,68
2060,R465,0
2061,R466,100
2062,R467,0
2063,R468,715
2064,R471,1336
2065,R478,646
2066,R480,178
2067,R482,75
2068,R488,46
2069,R490,1279
2070,R491,31
2071,R492,53
2072,R498,36
2073,R502,273
2074,R508,9850
2075,R509,27398
2076,R520,3274
2077,R522,4093
2078,R529,1824
2079,R560,10693
2080,R568,14429
2081,R570,5172
2082,R571,3585
2083,R572,8098
2084,R578,966
2085,R579,521
2086,R590,9646
2087,R591,661
2088,R599,320
2089,R600,5174
2090,R601,930
2091,R609,223
2092,R610,1160
2093,R611,56
2094,R619,447
2095,R620,625
2096,R628,5265
2097,R629,364
2098,R630,5312
2099,R631,258
2100,R632,450
2101,R633,2409
2102,R634,5539
2103,R635,414
2104,R636,16
2105,R638,215
2106,R650,4680
2107,R651,1168
2108,R652,997
2109,R653,143
2110,R659,555
2111,R680,254
2112,R681,1071
2113,R682,168
2114,R683,0
2115,R688,233
2116,R700,1545
2117,R701,27
2118,R730,188
2119,R739,1171
2120,R740,1280
2121,R748,2060
2122,R749,68
2123,R760,152
2124,R761,55
2125,R768,316
2126,R769,15
2127,R770,105
2128,R771,0
2129,R772,0
2130,R778,2232
2131,R779,0
2132,R780,646
2133,R782,0
2134,R784,0
2135,R785,0
2136,R787,0
2137,R788,22
2138,R789,0
2139,R790,62
2140,R798,1616
2141,R799,115
2142,R820,0
2143,R822,0
2144,R823,0
2145,R824,911
2146,R825,277
2147,R827,37
2148,R828,96
2149,R829,37
2150,R830,0
2151,R831,0
2152,R832,11
2153,R834,0
2154,R835,0
2155,R836,0
2156,R838,0
2157,R839,0
2158,R840,0
2159,R842,0
2160,R843,0
2161,R845,11
2162,R846,16
2163,R847,52
2164,R848,0
2165,R849,0
2166,R850,120
2167,R851,0
2168,R852,31
2169,R853,0
2170,R854,0
2171,R855,89
2172,R856,30
2173,R857,36
2174,R858,36
2175,R859,0
2176,R860,150
2177,R861,15
2178,R862,70
2179,R863,0
2180,R864,34
2181,R865,0
2182,R866,0
2183,R867,0
2184,R868,0
2185,R869,0
2186,R870,0
2187,R871,0
2188,R872,0
2189,R874,11
2190,R875,0
2191,R876,153
2192,R877,37
2193,R878,0
2194,R879,0
2195,R890,0
2196,R891,19
2197,R892,0
2198,R893,0
2199,R894,0
2200,R895,20
2201,R896,105
2202,R897,31
2203,R898,43
2204,R899,0
2205,R900,748
2206,R908,373
2207,R930,422
2208,R931,2364
2209,R932,1945
2210,R933,2545
2211,R934,657
2212,R935,1074
2213,R936,156
2214,R937,505
2215,R938,555
2216,R940,84
2217,R941,79
2218,R942,191
2219,R943,10007
2220,R944,135
2221,R945,441
2222,R946,53
2223,R947,293
2224,R948,129
2225,R950,95
2226,R959,61
2227,R960,53
2228,R961,234
2229,S000,3040
2230,S001,1453
2231,S002,231
2232,S003,451
2233,S004,290
2234,S005,296
2235,S007,1180
2236,S008,6651
2237,S010,5523
2238,S011,3471
2239,S012,804
2240,S013,896
2241,S014,749
2242,S015,2325
2243,S017,899
2244,S018,4197
2245,S020,48
2246,S021,45
2247,S022,357
2248,S023,79
2249,S024,88
2250,S025,183
2251,S026,57
2252,S027,22
2253,S028,22
2254,S030,347
2255,S031,244
2256,S032,269
2257,S033,0
2258,S034,11
2259,S040,15
2260,S041,0
2261,S042,0
2262,S043,13
2263,S044,0
2264,S045,104
2265,S046,0
2266,S047,18
2267,S048,30
2268,S049,13
2269,S050,414
2270,S051,887
2271,S052,224
2272,S053,62
2273,S054,190
2274,S055,503
2275,S056,1151
2276,S057,37
2277,S058,567
2278,S059,164
2279,S060,17376
2280,S061,140
2281,S062,562
2282,S063,716
2283,S064,425
2284,S065,3983
2285,S066,798
2286,S067,323
2287,S068,967
2288,S069,3743
2289,S070,31
2290,S071,33
2291,S078,0
2292,S080,40
2293,S081,85
2294,S088,38
2295,S089,0
2296,S090,139
2297,S091,16
2298,S092,84
2299,S097,240
2300,S098,2057
2301,S100,298
2302,S101,55
2303,S107,77
2304,S108,645
2305,S109,463
2306,S110,61
2307,S111,11
2308,S112,67
2309,S117,86
2310,S118,253
2311,S119,178
2312,S120,22
2313,S121,46
2314,S122,46
2315,S127,14
2316,S128,0
2317,S129,0
2318,S130,24
2319,S131,447
2320,S132,0
2321,S133,14
2322,S134,2246
2323,S135,0
2324,S136,41
2325,S140,154
2326,S141,303
2327,S142,56
2328,S143,213
2329,S144,0
2330,S145,0
2331,S146,0
2332,S150,90
2333,S151,19
2334,S152,36
2335,S153,33
2336,S157,13
2337,S158,51
2338,S159,22
2339,S170,24
2340,S178,0
2341,S197,46
2342,S198,179
2343,S200,531
2344,S201,46
2345,S202,4187
2346,S203,306
2347,S204,191
2348,S207,113
2349,S208,452
2350,S210,135
2351,S211,215
2352,S212,117
2353,S217,52
2354,S218,126
2355,S219,194
2356,S220,134
2357,S221,37
2358,S222,29
2359,S223,77
2360,S224,133
2361,S225,12
2362,S228,0
2363,S230,0
2364,S231,14
2365,S232,0
2366,S233,46
2367,S234,41
2368,S235,0
2369,S240,33
2370,S241,104
2371,S242,37
2372,S243,15
2373,S244,0
2374,S245,0
2375,S250,126
2376,S251,22
2377,S252,0
2378,S253,0
2379,S254,0
2380,S255,0
2381,S257,0
2382,S259,0
2383,S260,36
2384,S268,23
2385,S269,0
2386,S270,1056
2387,S271,466
2388,S272,368
2389,S273,187
2390,S274,0
2391,S275,15
2392,S276,0
2393,S277,0
2394,S278,44
2395,S280,24
2396,S290,109
2397,S297,93
2398,S298,273
2399,S300,5190
2400,S301,4022
2401,S302,1228
2402,S307,222
2403,S308,670
2404,S310,409
2405,S311,869
2406,S312,189
2407,S313,254
2408,S314,1043
2409,S315,97
2410,S317,88
2411,S318,233
2412,S320,249
2413,S321,35
2414,S322,0
2415,S323,26
2416,S324,42
2417,S325,79
2418,S327,90
2419,S328,117
2420,S330,0
2421,S331,29
2422,S332,76
2423,S333,28
2424,S334,94
2425,S335,69
2426,S336,0
2427,S337,20
2428,S340,25
2429,S341,99
2430,S342,59
2431,S343,16
2432,S344,0
2433,S345,0
2434,S346,0
2435,S348,0
2436,S350,30
2437,S351,13
2438,S352,117
2439,S353,12
2440,S354,49
2441,S355,103
2442,S357,35
2443,S358,269
2444,S359,44
2445,S360,441
2446,S361,273
2447,S362,24
2448,S363,23
2449,S364,99
2450,S365,83
2451,S366,44
2452,S367,17
2453,S368,179
2454,S370,300
2455,S371,68
2456,S372,81
2457,S373,120
2458,S374,0
2459,S375,0
2460,S376,24
2461,S377,0
2462,S380,52
2463,S382,123
2464,S383,0
2465,S390,1228
2466,S396,14
2467,S397,68
2468,S398,764
2469,S400,2390
2470,S407,99
2471,S408,154
2472,S409,92
2473,S410,191
2474,S411,801
2475,S417,111
2476,S418,74
2477,S420,75
2478,S421,12
2479,S422,367
2480,S423,121
2481,S424,139
2482,S427,0
2483,S428,18
2484,S429,0
2485,S430,10456
2486,S431,2950
2487,S432,146
2488,S433,92
2489,S434,310
2490,S435,218
2491,S436,0
2492,S437,0
2493,S440,75
2494,S441,32
2495,S442,63
2496,S443,14
2497,S444,16
2498,S445,0
2499,S447,14
2500,S448,18
2501,S449,0
2502,S450,36
2503,S451,99
2504,S452,0
2505,S453,22
2506,S457,0
2507,S458,57
2508,S459,0
2509,S460,5764
2510,S461,895
2511,S462,1079
2512,S463,223
2513,S467,112
2514,S468,254
2515,S469,41
2516,S480,0
2517,S481,0
2518,S489,0
2519,S497,55
2520,S498,166
2521,S500,641
2522,S501,404
2523,S507,219
2524,S508,198
2525,S509,81
2526,S510,1151
2527,S517,875
2528,S518,1783
2529,S519,584
2530,S520,104
2531,S521,48
2532,S522,14
2533,S523,21
2534,S524,37
2535,S525,543
2536,S526,139
2537,S527,16
2538,S528,11
2539,S529,29
2540,S530,255
2541,S531,3096
2542,S532,37
2543,S533,33
2544,S534,54
2545,S540,355
2546,S541,160
2547,S542,245
2548,S543,34
2549,S547,21
2550,S548,38
2551,S549,0
2552,S550,77
2553,S551,226
2554,S552,208
2555,S557,74
2556,S558,56
2557,S559,25
2558,S560,163
2559,S561,561
2560,S562,447
2561,S563,261
2562,S564,705
2563,S565,223
2564,S567,223
2565,S568,272
2566,S570,0
2567,S578,32
2568,S579,0
2569,S580,0
2570,S581,16
2571,S589,11
2572,S597,118
2573,S598,104
2574,S600,225
2575,S601,323
2576,S602,684
2577,S607,105
2578,S608,262
2579,S609,61
2580,S610,20510
2581,S611,8541
2582,S617,2662
2583,S618,8715
2584,S619,1157
2585,S620,46
2586,S621,0
2587,S622,42
2588,S623,178
2589,S624,24
2590,S625,0
2591,S626,127
2592,S627,16
2593,S628,101
2594,S630,937
2595,S631,2653
2596,S632,187
2597,S633,1025
2598,S634,1505
2599,S635,587
2600,S636,1478
2601,S637,139
2602,S640,638
2603,S641,766
2604,S642,728
2605,S643,1756
2606,S644,8501
2607,S647,399
2608,S648,753
2609,S649,46
2610,S650,358
2611,S651,845
2612,S652,87
2613,S653,79
2614,S654,359
2615,S655,1669
2616,S657,223
2617,S658,335
2618,S659,34
2619,S660,1463
2620,S661,6850
2621,S662,5352
2622,S663,20700
2623,S664,375
2624,S665,254
2625,S666,1466
2626,S667,1725
2627,S668,1859
2628,S669,112
2629,S670,3298
2630,S678,334
2631,S680,1167
2632,S681,6036
2633,S682,909
2634,S683,57
2635,S684,29
2636,S688,29
2637,S689,19
2638,S697,4271
2639,S698,527
2640,S700,5692
2641,S701,3630
2642,S707,74
2643,S708,229
2644,S709,103
2645,S710,93
2646,S711,1201
2647,S717,91
2648,S718,27
2649,S720,826
2650,S721,270
2651,S722,93
2652,S723,98
2653,S724,69
2654,S727,11
2655,S728,41
2656,S729,20
2657,S730,2158
2658,S731,55
2659,S740,50
2660,S741,26
2661,S742,0
2662,S747,0
2663,S748,14
2664,S749,0
2665,S750,221
2666,S751,47
2667,S752,11
2668,S757,27
2669,S758,130
2670,S759,54
2671,S760,180
2672,S761,2462
2673,S762,109
2674,S763,164
2675,S764,239
2676,S767,70
2677,S770,0
2678,S771,28
2679,S772,0
2680,S780,0
2681,S781,11
2682,S789,0
2683,S797,49
2684,S798,416
2685,S800,3420
2686,S801,3149
2687,S807,167
2688,S808,428
2689,S809,112
2690,S810,2128
2691,S817,623
2692,S818,2461
2693,S819,697
2694,S820,72
2695,S821,136
2696,S822,104
2697,S823,82
2698,S824,16
2699,S825,48
2700,S826,141
2701,S827,49
2702,S828,215
2703,S829,0
2704,S830,804
2705,S831,427
2706,S832,6172
2707,S833,178
2708,S834,461
2709,S835,13909
2710,S836,833
2711,S837,754
2712,S840,21
2713,S841,79
2714,S842,20
2715,S847,0
2716,S848,22
2717,S849,0
2718,S850,60
2719,S851,81
2720,S853,41
2721,S854,12
2722,S855,0
2723,S857,55
2724,S858,151
2725,S859,28
2726,S860,9771
2727,S861,292
2728,S862,718
2729,S863,196
2730,S867,101
2731,S868,483
2732,S869,59
2733,S870,16
2734,S878,65
2735,S880,13
2736,S881,28
2737,S889,15
2738,S897,64
2739,S898,326
2740,S900,435
2741,S901,75
2742,S902,84
2743,S903,308
2744,S907,42
2745,S908,125
2746,S909,43
2747,S910,628
2748,S911,570
2749,S912,490
2750,S913,1748
2751,S917,188
2752,S920,33
2753,S921,0
2754,S922,0
2755,S923,17
2756,S924,0
2757,S925,13
2758,S927,0
2759,S929,0
2760,S930,656
2761,S931,477
2762,S932,531
2763,S933,300
2764,S934,1676
2765,S935,25
2766,S936,63
2767,S940,0
2768,S941,0
2769,S942,34
2770,S943,23
2771,S948,65
2772,S949,0
2773,S950,22
2774,S951,0
2775,S957,0
2776,S958,23
2777,S959,0
2778,S960,200
2779,S961,987
2780,S962,84
2781,S967,211
2782,S968,494
2783,S969,52
2784,S970,29
2785,S971,139
2786,S978,121
2787,S980,12
2788,S981,155
2789,S982,68
2790,S983,34
2791,S984,11
2792,S997,97
2793,S998,148
2794,T055,0
2795,T058,0
2796,T061,0
2797,T063,0
2798,T068,199
2799,T217,0
2800,T220,60
2801,T221,21
2802,T222,471
2803,T223,112
2804,T224,0
2805,T226,0
2806,T227,0
2807,T230,141
2808,T231,68
2809,T232,925
2810,T233,245
2811,T234,0
2812,T236,0
2813,T237,0
2814,T240,44
2815,T241,29
2816,T242,547
2817,T243,201
2818,T244,0
2819,T246,0
2820,T247,0
2821,T250,35
2822,T251,18
2823,T252,312
2824,T253,136
2825,T254,0
2826,T256,0
2827,T257,0
2828,T260,0
2829,T261,114
2830,T262,0
2831,T263,0
2832,T264,41
2833,T266,31
2834,T268,0
2835,T269,0
2836,T270,0
2837,T271,0
2838,T272,0
2839,T273,0
2840,T274,0
2841,T277,0
2842,T280,57
2843,T281,105
2844,T282,22
2845,T283,12
2846,T284,0
2847,T285,17
2848,T286,111
2849,T287,24
2850,T289,0
2851,T290,34
2852,T291,14
2853,T292,236
2854,T293,69
2855,T294,0
2856,T295,0
2857,T296,0
2858,T297,0
2859,T300,37
2860,T301,0
2861,T302,28
2862,T303,11
2863,T307,0
2864,T310,3964
2865,T311,1069
2866,T312,359
2867,T316,24
2868,T317,22
2869,T318,0
2870,T319,28
2871,T320,42
2872,T321,11
2873,T323,0
2874,T324,0
2875,T329,0
2876,T335,0
2877,T338,0
2878,T344,0
2879,T345,0
2880,T347,0
2881,T348,17
2882,T349,0
2883,T354,0
2884,T355,0
2885,T360,164
2886,T361,36
2887,T362,0
2888,T363,33
2889,T364,13
2890,T365,0
2891,T366,0
2892,T367,15
2893,T368,74
2894,T369,67
2895,T370,12
2896,T371,0
2897,T372,17
2898,T374,0
2899,T375,27
2900,T378,23
2901,T379,0
2902,T380,61
2903,T381,110
2904,T382,11
2905,T383,1151
2906,T384,0
2907,T385,0
2908,T386,0
2909,T387,0
2910,T388,23
2911,T389,0
2912,T390,284
2913,T391,7055
2914,T392,17
2915,T393,1781
2916,T394,19
2917,T398,1429
2918,T399,829
2919,T400,46
2920,T401,114
2921,T402,1570
2922,T403,294
2923,T404,312
2924,T405,192
2925,T406,262
2926,T407,480
2927,T408,45
2928,T409,113
2929,T410,0
2930,T411,0
2931,T412,13
2932,T413,16
2933,T414,0
2934,T415,12
2935,T420,27
2936,T421,107
2937,T422,20
2938,T423,309
2939,T424,41465
2940,T425,99
2941,T426,3380
2942,T427,1587
2943,T428,441
2944,T430,990
2945,T431,78
2946,T432,2926
2947,T433,1589
2948,T434,192
2949,T435,3718
2950,T436,126
2951,T438,930
2952,T439,3474
2953,T440,20
2954,T441,0
2955,T442,0
2956,T443,125
2957,T444,0
2958,T445,15
2959,T446,13
2960,T447,1003
2961,T448,25
2962,T449,49
2963,T450,422
2964,T451,200
2965,T452,31
2966,T453,0
2967,T454,38
2968,T455,1969
2969,T456,17
2970,T457,469
2971,T458,33
2972,T459,18
2973,T460,250
2974,T461,325
2975,T462,181
2976,T463,33
2977,T464,167
2978,T465,420
2979,T466,34
2980,T467,29
2981,T468,13
2982,T469,183
2983,T470,36
2984,T471,72
2985,T472,0
2986,T473,0
2987,T474,16
2988,T475,0
2989,T476,48
2990,T477,0
2991,T478,59
2992,T479,13
2993,T480,0
2994,T481,110
2995,T482,0
2996,T483,53
2997,T484,18
2998,T485,0
2999,T486,46
3000,T487,0
3001,T490,188
3002,T491,0
3003,T492,128
3004,T493,0
3005,T494,0
3006,T495,0
3007,T496,0
3008,T497,0
3009,T498,27
3010,T499,21
3011,T500,37
3012,T501,52
3013,T502,56
3014,T503,41
3015,T504,60
3016,T505,0
3017,T506,22
3018,T507,86
3019,T508,229
3020,T509,5509
3021,T510,1352
3022,T511,42
3023,T512,28
3024,T518,177
3025,T519,204
3026,T520,133
3027,T522,0
3028,T523,35
3029,T524,33
3030,T528,98
3031,T529,72
3032,T530,0
3033,T532,0
3034,T533,0
3035,T534,0
3036,T535,0
3037,T536,0
3038,T537,0
3039,T539,11
3040,T540,0
3041,T541,57
3042,T542,176
3043,T543,561
3044,T549,270
3045,T560,0
3046,T561,0
3047,T563,0
3048,T564,0
3049,T565,0
3050,T568,59
3051,T569,0
3052,T570,0
3053,T573,0
3054,T578,32
3055,T579,0
3056,T590,0
3057,T591,0
3058,T592,0
3059,T593,0
3060,T594,101
3061,T595,0
3062,T596,0
3063,T597,111
3064,T598,407
3065,T599,170
3066,T600,44
3067,T601,0
3068,T602,34
3069,T603,62
3070,T604,71
3071,T608,19
3072,T609,31
3073,T610,23
3074,T611,0
3075,T612,52
3076,T618,20
3077,T619,0
3078,T620,539
3079,T621,33
3080,T622,63
